Id,I_COL_01,I_COL_02,I_COL_03,I_COL_04,I_COL_05,I_COL_06,I_COL_07,I_COL_08,I_COL_09,I_COL_10,S_COL_01,S_COL_02,S_COL_03,S_COL_04,S_COL_05,S_COL_06,S_COL_07,S_COL_08,S_COL_09,S_COL_10,D_COL_01,D_COL_02,D_COL_03,D_COL_04,D_COL_05,D_COL_06,D_COL_07,D_COL_08,D_COL_09,D_COL_10,G_COL_01,G_COL_02,G_COL_03,G_COL_04,G_COL_05,G_COL_06,G_COL_07,G_COL_08,G_COL_09,G_COL_10
220,1746495906,1577444746,,1996224704,989505848,946502282,1922764696,1637037287,1408658433,1812318198,PCHMUGCLXWIYBS5OS,,,TATVS2MK2YEY9V15,Q592GHJ4A68ERB9C5,0COZB58D9C7ETFCM9V,MMX2QLXGDZ60ZHXUCF87I,2D2P9PYARE,,,1983-08-07 00:00:00,1975-10-08 00:00:00,,2003-11-12 00:00:00,1976-08-02 00:00:00,1972-04-02 00:00:00,1978-12-03 00:00:00,1988-06-14 00:00:00,2006-04-06 00:00:00,2006-06-29 00:00:00,,{E79123EE-387F-4A90-BD4E-96E09F633391},{10757BBE-AB15-43F7-AA1C-4BF650ABEACD},{B3848178-441D-42FD-951E-B97921A8FCA0},{80CCB1C6-5C70-467F-A749-64402658025D},{0266F34D-6002-4089-ABBD-6AECD0D8B9EE},{9D645F59-23B8-414A-8286-E4172782EAC7},{93B49668-85C2-4179-AFC0-3EB27576DAA6},{DD50144F-5CAC-42F7-BADB-E46D9D04FF2C},
221,926752922,1105870382,,371061441,1931245470,1508549136,183544317,,1936505945,239235966,OH4LVCLT7V3UAWVZV5OIL37,FFCH2J2,9RVK647WSLPEPRP7KSZJW,QGQ6JMFLAO,DEL8ULYLW89ZYWJR1,HOHFDQ8XKN9P0I4L39TF77J,H1HWCYT7R9H59HS,O7WTIQ4LQRI79JETW5,AHYPRIIWQ31BTJSMB88L,VGL9S0CMMM3,1997-02-18 00:00:00,1975-03-01 00:00:00,1964-04-19 00:00:00,,,,1996-10-17 00:00:00,1972-04-26 00:00:00,2000-04-21 00:00:00,2005-05-01 00:00:00,{B0F92F7F-0B29-4FE1-A001-EDC87AED206A},{FF646110-4F3F-4474-B9A4-3A1CB4840694},{BDC0C08B-38B1-47F5-BB3C-177C45700390},{6B71374B-AFEC-47DA-8839-65EA82298A26},{E7CE0BBF-97FF-4945-BFC1-3FB02B32E3E7},{CA1E8DD4-BD1D-412E-A413-BF8CB0E54E59},{8945260B-5DA6-4A7A-88F5-26140177FF4E},{3E5FD8CF-B672-4E15-9C65-7D84DCC6C602},{6AA5C94D-386F-4438-8277-D38B866B69EF},{BC4F5AAC-9D31-4619-A847-638EBD6558B3}
222,1112591446,233933834,915573995,,,723321435,1864040547,2050223800,,1002506828,EV39K4YOPP8U0,KYX1GL9YDOZW18KI,C956TJJ2A1JX1M3MYO,,EE7ZUUH7PFH06XCYNFNR,HPPXN3OK50,,48G9ZB5UWC74Y1XKJEIO47R,HOTEKQIB0H0GGYPSZVMS2YC,VWKQD,1986-08-16 00:00:00,,1988-12-28 00:00:00,1979-12-11 00:00:00,1979-05-08 00:00:00,,2005-04-17 00:00:00,1991-09-14 00:00:00,1967-06-16 00:00:00,1986-05-03 00:00:00,{6677CB6B-23AA-474C-88C1-A0D35D32D5BC},{68C9E869-64A6-40CE-A890-DCA036B6876E},{23A28946-B2A0-4BED-BF17-D21250EC10B7},{F3BD2374-77A6-40AE-BEBC-DCEA2122FF2C},{09F9DE7A-4A27-436F-BD4C-B2EBECCDF0CE},{A33EF824-46AE-4483-A742-5F2A21E12F9A},{D2524FAC-A79D-4FD0-9B1A-F0FCD6E97440},{883B8E8B-F0CD-4476-8635-1A559AAD384E},{459E3079-7282-4C0D-90A2-B3640EFCF962},{F1B88265-C36D-4F40-A380-0136458C3407}
223,1457474084,2034707262,1347806819,601007197,212957344,1689003825,593737977,1614667437,2146514214,,6SFRU8WLE88LTLX11HMKX,KAZ4BN8E338IFYQAXW8FFHQW,9C2NIGCS5R4EV7F4F,,RCKGYX,4CTC5OO6LQV1FX39GT,ALB8B,71WYUSOY,1IGTISZ6374JKAFVXXTBUB9,EZ1AJ09ABOK5R1,1980-12-06 00:00:00,1973-12-16 00:00:00,1978-11-15 00:00:00,1987-05-22 00:00:00,,2014-03-30 00:00:00,2002-12-03 00:00:00,2003-10-15 00:00:00,2001-05-23 00:00:00,2012-03-31 00:00:00,{1DC17209-FA35-4F08-AAF9-ADDCB49AA048},,,{76E9280B-A4BC-4080-931A-4103D7F41FCA},{03F1C197-DAA9-485C-848F-80E19BEADFE8},{D38D826C-3E8D-4EA6-BC5F-A9810814BA8D},{320FA062-E189-47FB-A314-984EFD15D63B},{5F1B2F90-DD52-4595-B531-8D484440B406},{B6B23887-C4A4-4B0F-89E4-E6AB73B12679},{147DC5C6-9CD3-43F0-A4C2-30DE74143A00}
224,,1582573260,1924464730,1448359669,1754221418,2014547459,,210587992,130365771,,IYYB7PX9PGY2QOIAZIZ4ND,I9JPZZ3EGAAU722ZI1JMEHR,DR4YEQF3138FH,MTWQOXC7P9WW4S2AS5,I9PCT50F84TBRT9UV,2AUOZS4KL92QKHXRMDT6T768,VEKSHPR6HVXV0,UPGFOJ33CWQBDQ5DV3,ZA22N8NAB31NAI8R03HG1LH,NNQMSC1RW9UXO2P631J,1967-05-15 00:00:00,2009-11-01 00:00:00,1982-03-30 00:00:00,2004-08-23 00:00:00,,1970-01-21 00:00:00,,,1964-12-11 00:00:00,,{944251CC-75BE-4DF5-998E-6A09931326B8},{74C52DEC-4320-47E0-B6CB-29E04C981AF4},{C4F44479-7C62-41FB-9D97-FF4BCBBE930F},{A9ACD701-5F08-428E-855F-5705734D5850},{51CA52A6-3770-4675-83D4-3AE463C441A2},{9EC9F9C4-AC5B-4774-BDFE-2BC7C1082E51},{EC52E7F1-96A1-4A72-88EF-61F6C8B129D5},{4EAE09AC-0B1A-47A7-B7FC-4E7BD9A73EB5},{9E25AC3A-DA86-430D-8533-1BD6FC93C989},{972DB7EE-EF75-4677-B744-697B23FA4B11}
225,733018538,1651996483,2059496490,2038558425,1331155511,1067541378,2068335213,593453960,893782903,1241576064,L248FHS5IXWDSB142H5,PXD8ZPR3Q7YXEAI7L3LQFN,5PDSLWJZ655E19Q2AB2Z8Q,T7RNT,,8IDJL9,X80JEDFLNSPDV96PAD8OF,RE3FT6GQ,8CAZF6P1FAA9WQ9L,IACZ12IEK,1994-07-09 00:00:00,1971-03-28 00:00:00,1981-12-13 00:00:00,1997-04-05 00:00:00,2009-08-09 00:00:00,2008-11-18 00:00:00,1991-01-02 00:00:00,2015-05-17 00:00:00,1969-08-06 00:00:00,1988-11-06 00:00:00,{9853DAA8-8464-45EC-865D-DAE654B8B14D},{3F3DE6ED-5EB7-4454-B99F-878D18412AF3},{4972B919-AE52-46AC-AE8E-E693AB182746},{0EDA5990-E7FA-4078-9D50-1E58C9E09AB3},{43D5779B-7F66-4E99-9083-7F0BDF925D37},{B8F0D496-50B3-47E9-BC4C-6274B2C026D4},{816952D0-485D-47C0-BA74-B1E38BE76C59},{FE38347F-3D3E-415E-9690-860A8A9B4315},{3F7A9791-1E57-404C-9BB3-FFF4EC3A6A0D},{809BB1AE-ACD1-4ED0-A812-EE6ABBF64ED9}
226,1011257575,1278773452,366158993,1816744678,1313167070,1731996392,972251716,800134075,997154163,1529862794,0W72NGI3LBOWXI3VB,AG6OUC1KU,BTNV0PYZ2UWFKBOQ,,PO9R6Q3HNZW5XW0,,CSO7MYXOBW,W8VA0GCC,7HK9FZ8,BTG0HFSBK3SPH5H,1997-11-05 00:00:00,1995-10-29 00:00:00,1992-07-10 00:00:00,2004-11-17 00:00:00,2012-09-04 00:00:00,1972-08-16 00:00:00,1981-03-29 00:00:00,2013-10-18 00:00:00,1989-03-25 00:00:00,1978-06-21 00:00:00,,{08136C43-72F7-4287-849F-E2975E7B9CC1},{350552F4-6B4C-44C1-9A5E-8696678CCEA4},,{1E1D1E76-2B3C-4DEF-8F96-8956052445B5},{7402D377-B839-4D5A-A7E6-39AFC4F2FE57},{1BD3BBEF-B10D-4162-A21E-9320AA93460B},{23234BA0-558A-4167-B92F-54FD701EA43A},{4DE81880-5DB7-44E2-98DF-6464E7D348FE},{272C347D-FFF9-48DD-A6A9-C1E235647E51}
227,1514410917,210093201,1070148811,729321030,2108449255,,841433679,,2031573928,1491086572,C7FUVWP40XQFT4I55SPASD,H4BO27,AO51U1RKBVVAT,TU0CNJ0M9,M0UBC3,FE8QL,E86R4,WS4C49FJC5,,1ZAT1ZS2DUEO8,1968-04-26 00:00:00,1985-05-04 00:00:00,1973-06-25 00:00:00,1966-09-25 00:00:00,1965-10-26 00:00:00,2016-02-19 00:00:00,1979-01-27 00:00:00,2009-04-26 00:00:00,1965-10-22 00:00:00,2006-08-05 00:00:00,,{D4444E06-1071-4D8A-B266-A08947E57429},{634B57A6-D880-4C16-A89D-1933C9F4BC58},{E05CAA05-096C-4F95-9500-ECB22A6CD6F4},{0CC0E786-6F75-455D-BB68-F9A764CA4D39},{4CF9C272-70DE-4BF4-B2D3-B47F1D53B16E},{39E2300D-F3A6-4E59-8714-5EF7A12722FA},{BC6C8D93-D6A9-4D15-B5BC-1AE9850C2BA9},{A172CC03-4FA0-441D-AB55-08BE67329E42},{740166E7-E7AC-4E6C-BEA8-A838CE06ED95}
228,1562579344,1933413684,89687463,1340463294,1050726754,672775580,1374389008,1150673108,833431943,1994378405,MVJCZ3B1CRWVFQM,3NPYJ4OX2E461NTRON,UMYUWOSYBRNG1Z4TV,15P7ZH,EDD0DKODRZ5,MZVK1XEBS96VJL1FO8M1DN,0J6MWN4Z2IOF3W8T0KVEHF3,7C0SJ18EYUR02PFEG,,WM2A3B32Q0UQ7ZYLEHSRQA,1965-01-01 00:00:00,2005-11-11 00:00:00,2008-02-08 00:00:00,2016-04-06 00:00:00,1980-11-02 00:00:00,1965-07-16 00:00:00,1993-03-26 00:00:00,2001-10-29 00:00:00,,2013-09-12 00:00:00,{F8286F9A-37C2-48FD-8204-9909346CBCC5},{D0DF977F-38FC-4590-95C0-CA340EDA799A},{138FB4E1-BE17-42C2-9670-501EC45B92F3},{3BC06075-AE69-46DE-93B4-0B56ABD804D2},{B1561349-C715-4188-9A8F-BA272D18B027},,{1FEA5ACF-50C7-4DF8-B02F-1BF87B0D2615},{8DAF1571-42DF-4BE6-9D11-615E49794D28},{8FD55723-5A71-4A3E-AFA1-9F59955B0A9B},{BE06007E-76DF-4CE8-A7CD-5253E437C8D8}
229,646255168,926107817,454834720,1135331176,234070821,725498050,1545502770,1413005857,1483399952,,SJTLMHCPA5DW,BIXPN,ZE93IH1N7,2WQAAEIAXD9I4ZQYG,J0QG2FTRE,,,RQ3MUA,GN6EZ5ED1TV8ZE6,Y5RWE9MA71O6ED,1972-05-14 00:00:00,,1981-10-02 00:00:00,1964-04-14 00:00:00,1977-01-09 00:00:00,,1981-04-16 00:00:00,2000-08-21 00:00:00,,1981-03-18 00:00:00,{46A83C26-9142-4D0F-90BC-7449A6CFD5DF},{F9D097AB-A231-4098-AB39-94EDFEE34D29},{16D616FC-F8AD-4986-ACC4-42C760FF9893},,{B5498E3E-0FB7-4370-9733-F9DEA76650A9},{33ED859A-A714-4868-8612-DE4F0F8769E1},{47C4460E-CB7F-4AAE-B1F3-B020D09B9BA6},{7D6012DA-75A4-4539-AC13-F9C00C6F501A},{FB3CE604-F50E-4A6C-9529-F3E7EF044C79},{3F93E8FE-22BF-4343-B92B-38B0A36E090F}
230,1665682166,1571549631,,946948332,1634338979,118439431,1658790650,1274415987,180231525,1641130204,6VO4OIG9Q3AA98KGY,AJMLKAZQLUXXK38GGZ5,,,KHBT2QKOOCBSMU,4Y15O3,GB1EQ2NL12BEJQ7AAFI,LVW6WAEWNC,MN1ZF,Y00USG4O115IUUQ4P,1974-07-21 00:00:00,2004-07-31 00:00:00,1998-06-14 00:00:00,2001-07-08 00:00:00,1965-07-13 00:00:00,,1971-01-12 00:00:00,,1972-10-04 00:00:00,2010-06-09 00:00:00,{041DB0C6-FE35-44CC-BF8F-3C61475A3769},{DF07AF6F-157B-43B8-BA6F-DE974AE97B4A},{51B20660-6DD7-41AE-8E22-77506D7087A1},{178F4207-0233-4820-A102-F85439E7C06A},{48A2F2A9-6310-4526-8356-F51626D0D26C},{2B7A32C7-A4A5-4E61-891B-F5E85BD419A0},{AD114DAE-5F44-4CD3-81B0-36B306B27F77},{40BE1371-3CD0-419A-A0FD-B0D45B4C708C},{D1703D04-5EFA-46B6-945B-5310E0815463},
231,1962685014,1922609565,671785603,1976170967,1786276351,125555285,1794505748,202871976,657925201,989346570,8Y7KP,CG5266XVAU417D2,IGEW4L2OS2828I,OBXUJP7LR70ZZB,IQBI75I5,ODY3BM8KTBE5,,3F6UCZQ42T,,TT32R5A3WX5N1OS6BN,1972-11-11 00:00:00,1968-05-29 00:00:00,1979-04-16 00:00:00,1961-10-05 00:00:00,2014-01-10 00:00:00,2010-08-24 00:00:00,1991-02-27 00:00:00,1978-05-21 00:00:00,1961-11-26 00:00:00,1980-01-19 00:00:00,{695E3275-6D22-4C73-8872-B20A2C180080},{3B42D2DF-E7E0-43EB-859A-C72342DE2885},{966D44AB-252A-43F8-A70C-BB8CC9D27D11},{E708CB2A-A48D-4F62-B30C-1D4C9D1125D1},{CD236676-CFBC-4533-A93F-A64FCBFD446D},{CF9519DC-F93B-4705-B0DE-8DFD8AE3C357},{99C5F132-FD01-499C-933E-BECE2C866D15},,{3A878BF7-852B-4EE8-B27F-8E16F7091E77},
232,2005602136,359092443,2127289194,900012784,1051169686,,412369315,1198467843,779162109,472404221,SYZ96OT8IKCYNBLFEK,LH045F15PEZ95WOIB,VEQTHP33AIV,C3MK8,1WYSEVD,,DD88UR4XTOCL0X46X,KEKGBU,8PVMACOFRKDRMR,QCP6AXI7F0QS2,2011-07-14 00:00:00,1994-10-10 00:00:00,2010-03-25 00:00:00,2012-06-06 00:00:00,1964-06-05 00:00:00,1979-06-05 00:00:00,,1994-12-12 00:00:00,1985-08-30 00:00:00,2004-08-08 00:00:00,{9FE04471-39F4-4B4A-AFC7-FCF6F35FAC10},{4316B666-B22C-49F6-A780-38F86B8098D5},{2C8DE25F-0722-4432-A192-0A4E33954D2E},{8407E3CC-3F4F-41C2-99D8-6866402F9E1C},{4F79F6E6-1193-41BF-8BD8-4CF5F8C32674},{4FF47F9E-558D-4F1A-A1B9-026E0C662DF9},{295A44CF-57EE-4DAC-86FE-F927C477C2C0},,{2C1F475E-C6C6-4060-9F08-DD05002ACE76},{C55D7853-3355-4D73-A53C-573779209195}
233,580809788,1930421897,1220433563,1480247278,679600023,,1052022713,11914599,1241168447,632131566,ZAYB7H7JTUUA,2WPF2I5UOGCNL97R7AVKQJ,PNPPL0AOIRIUFNSNRFVR9T,MCXUP9PSXU0P2QIXFXF41ML,I2KXQ56RRCJDQ9I,7VXCUB77MLNBG90DCG,5GY37KN8,Y62CP07PX1MZEUSQLD,O2C63,3EJX8NXXQIETAFWTP2GCELR,1977-06-24 00:00:00,1991-10-28 00:00:00,,2007-12-12 00:00:00,,2000-05-27 00:00:00,1967-04-08 00:00:00,,1966-12-30 00:00:00,1979-12-12 00:00:00,{CE685842-8972-429E-9DF4-4B584761CDD2},,{B1C86DE1-693B-48DD-B44C-8C6711D738A4},{FA12100B-553C-432A-AA26-B4974897C2DF},{31869F91-28C7-42FA-A128-1B94FAC51AFB},{F4527EEF-8EAC-48EC-ABE6-A59B07C36E20},,{C799F46C-440C-4792-8076-9BECAD42DE96},{ED6ECB9C-0597-4EE4-8694-86D3C40070D3},{DA7958A8-A3E2-40E8-90BE-40999731DEF8}
234,196701947,1430072685,1090531346,582908636,1107336503,715841876,1327214763,1898732398,362362636,670471488,P3UHJJ318ZT,3VBCVXE05,EP5KZM2Q,Y3DUJNQWUE2,TK2EQXBVTLOD3,,W6CT6E,RMKXEKOM9BMA6IL3CZESYRP,U8H0WROS4WEMNRJ7BD2CSFO,QHAJJA6MZU,1972-03-26 00:00:00,1981-12-04 00:00:00,2013-02-07 00:00:00,1964-05-16 00:00:00,,,1998-09-07 00:00:00,2008-11-01 00:00:00,1995-11-17 00:00:00,1997-02-15 00:00:00,{78D16577-47A2-4EDA-A440-2F7F3603DE9B},{0FDDD173-2724-4533-A465-BC517F901429},,{B338E38F-6478-48B8-A6B7-6B2E0AE51FFE},{0C3E0C04-65F7-4913-BF5A-566E0E8C1E06},{90DA508B-53B3-4D2F-8348-95387EFD6272},{A149DDAF-1ECE-463B-83BC-51B89D6F7AEB},,{F1A581BD-CA8F-4815-A680-815D0C567DB7},{C21F7EEA-F184-4EDD-9298-514FF921A88C}
235,1287332360,22929860,1961714118,,899870372,547831710,48907116,1686163156,1721280236,2060594463,XXJQJF2UGIIUIQA9QA,4HXO1OL1IXMMHU788UO1DFIS,2W2OM2WH3P94Z44A,55MYSBB6VU4Z8FN,Y94LUZA0S8D5T7C2Z,HED0NQG,DQ4RSIFBSHK,7AC7BCW17IS,SUJR4OWYWBEVMK1BKSL85GDX,DPUGHLJSZV1BN,,1996-10-11 00:00:00,2014-05-27 00:00:00,1979-02-21 00:00:00,2003-09-20 00:00:00,2001-01-28 00:00:00,2001-10-30 00:00:00,1976-09-21 00:00:00,1980-01-22 00:00:00,1994-12-01 00:00:00,{F8C7E24E-16CC-4EA9-8D6E-4DDD36059B08},{7FCC4803-8E5A-4690-9CF7-BAF198279BBF},{D8CFA31C-3491-4B94-9B7A-CC64D5C8B885},{FD2C4E7F-77BB-413A-B31F-B25481A3D7B9},{553763C8-CF31-4BAB-8722-6A326F681433},{7877D641-F84D-49BB-A6DC-7D7B3B847004},{898F68F2-71AC-481A-99F1-33D5D74DA049},{D81F8FB4-697B-469E-8438-4581F4675104},{C0E6CB52-2BA4-4B88-8BA1-83AAADCF7877},{B337F638-40CC-4F84-A9DF-8618A5AD8A35}
236,359421932,545064048,925472576,,1856251101,1524870305,1621988633,1196972725,1199740647,274639879,NEF97VMS5FE84,PNV154RM67Y8WK5MYNO,,JH3BZ99,7F4OG6N,,1JCJWZI92PVP9XLEN73ERML,325ZQLJ4KK5G7GLR9GF,FGDCSPKPPO7KS3,KMEMVYNP7P0R,1988-06-06 00:00:00,1970-12-23 00:00:00,1975-04-23 00:00:00,1994-09-23 00:00:00,1996-06-03 00:00:00,2009-09-12 00:00:00,1983-04-20 00:00:00,2009-05-11 00:00:00,2009-09-19 00:00:00,1982-02-28 00:00:00,{9516C026-9FE5-458E-A808-8B0A3EDDDDE0},,{5D0E9C18-219B-4397-99FC-A61955093DE4},{9172E9FE-B783-44DA-8364-D4C158C9FC79},{5F1B32E0-0955-44B4-BB93-CF6FCE2C0B9D},{70CF8005-0708-4C9B-A17C-137805D07BC4},,{B5CF939E-C144-4D6B-86C6-3451C0702F78},,{970C2239-8470-4AF4-A6DF-9E3F94E3924E}
237,163912861,1692868658,2003475937,1652605006,578847024,693517179,1424545368,516884891,411420291,1079118910,ANDU2L,MG2ES,GW7WF3FI,BO23ZXLFBCMYIE7,78SRF,GU55MI,AB16NIW,8Q24RO2ZT3IJTB,0WF1P23GHYGNAJ2KPBSY1,GCG3PX5RA5CXVR1CGX,1997-01-03 00:00:00,1973-07-15 00:00:00,1999-07-25 00:00:00,1962-10-06 00:00:00,2007-11-22 00:00:00,1990-01-13 00:00:00,1965-02-16 00:00:00,,2014-06-09 00:00:00,1975-10-09 00:00:00,{95DFF0A5-F23C-4E3A-8BEA-E0C6204873C9},{32DFB75A-6259-499B-A45C-48F3FBFC9ED6},{D07B1D0E-2C0D-4B9E-9321-4AE8FF1251B9},{511EBF41-AD22-4F03-AC32-C784425B3F29},{3C8E9AFC-F8D2-4D30-A97E-BDFF562A4943},{7F358FD5-92EE-4906-BBB0-99B7BEDE8F61},{52B84B89-D41C-4174-B93D-69BDACE1CBE4},{424015E0-4DBD-4E93-9D6D-97B0006D7794},{E582761E-3C54-4083-BBC0-B0A53A7F4AB0},{A7AA9FE5-E383-4CCB-A598-0A1AAB06FE59}
238,1394386275,732380945,353859426,1860895719,1377936010,1147605147,1550346497,2064005311,1435446455,,SC2GKCLWC81X3DHTGH,,AB2Q83,X37RTKUGF,II6Y05,3PLQDHUSAA0LJAOOE,K3WMAQ3Y,MCUNHQ3,4K82TFPO4H4,6YK2HCK9KS0OX8F8,1992-03-24 00:00:00,1963-09-23 00:00:00,2015-04-18 00:00:00,1978-12-09 00:00:00,1965-12-19 00:00:00,1994-10-25 00:00:00,2014-12-29 00:00:00,2016-01-06 00:00:00,2005-10-09 00:00:00,2010-06-01 00:00:00,{DEB6D505-89A8-4844-B3F6-073CC514A735},,{EA89C946-8279-402F-958E-065A67B83D3C},{D98616FC-9721-4315-BAA7-2777340CA575},{AB0BF558-5BC6-49FF-9DF0-0E8E6309DA09},{171B2E8D-E545-422D-BEA6-EDED67245710},{9ECF3FC0-F5B1-4726-8B05-CDBA1B97B88C},{58795BCE-6FEF-426C-A851-4B39BD043083},{3BADF1F2-8F3D-41C0-A1AA-1A1F07093994},{9B5D984C-AF6D-460F-87CB-61D05F539A0D}
239,449304510,977751362,1411178854,1010723969,1990959847,2109017282,266074111,1467953750,682586249,1596677759,,J5XK59PPEDXH9MWH30EBI,,E3NPI1RUAO9VEMORL,6E77MLEHAY3VF1AFBV,NVCGUMBCQ,Z0PHSH6BDDTR5H333,M5LJLKB0,KC0XBD40UR7EU6E3EG91SH7J,OQE6RRUC3B234D8DIXJ,1979-05-07 00:00:00,1969-08-26 00:00:00,1970-11-18 00:00:00,2003-05-09 00:00:00,1986-04-21 00:00:00,1968-09-24 00:00:00,1997-11-14 00:00:00,,1982-03-23 00:00:00,,{445DBC1B-9198-4EED-B35F-8B49A293078A},,{5C83A60C-60EF-4C11-AF4E-52AD368092FC},{3F523C64-BA05-4549-A3AD-9B3124A3E89B},{D685F50B-6EB3-4DE1-BD13-86C3838A072C},{A1FDFA62-D1DF-48FF-8E62-E0B1F6F01132},{AC017109-14F0-413F-8424-1272D5D05603},{8A9047C0-3E74-4D21-82BC-8C4C13F28E55},{32854CC6-3B8B-4E07-8BBC-1AB9C706CCF9},{191DF3A0-A65C-42E6-8452-98448310BCEF}
240,1685671869,2113827201,7917610,907316978,,1351786020,1336450683,2061808635,1619014456,,TPVSUX2X,CR5S63BC4R6,B87N1W5MGZE3QG7OXH,,JF5E3FUYC3JX0TTXJBB,620ZPWEYHJ2K923CJ7QKXE55,XN1OGCX0MMEONTQA4UQ,0ZV9DUWL275T08063D0W,Q84U74XJKO187,OCRAPUPI,1997-04-20 00:00:00,2002-04-12 00:00:00,1964-02-06 00:00:00,2001-06-10 00:00:00,1989-03-31 00:00:00,1974-04-13 00:00:00,1968-09-19 00:00:00,1997-03-20 00:00:00,,1990-07-07 00:00:00,{51877558-BD81-413A-9FD7-23F0EC1E681B},{8C466435-A293-4344-9601-B7896CC1155D},{83B1A699-8052-444E-A8D8-12224DDC69B6},{95572649-DA88-46D4-B74D-2555DC8391DE},{5FA0CA1E-54A7-497C-8E13-0908F44C0BF6},{BCC0CA6B-DB20-4697-9456-0B70905D5CB3},{F718D712-F868-4B78-A69F-AD81C69895E6},,{1F5A5699-2235-4210-8CDA-4A1C13D82901},{BDE09495-83C6-4E15-968D-63E6F2158B98}
241,1792128417,88107010,2129271525,,197540963,443820249,1440936888,969670866,967067816,584463624,H1B30D5TZNWQQEYPG7FXK,,231LOVGERPO,I86A4OHUNH52HJWE5TSY0,LUEDGR8B0VW88IWQL51PV5T,UAV65NDIBUQ,ACOGFGUKX6,G29VLQ,1VRNE5IT06XG0B5YAP0NXB,M3YUEWZ,1984-06-14 00:00:00,1989-03-10 00:00:00,1992-12-31 00:00:00,1963-09-28 00:00:00,2013-01-25 00:00:00,1992-08-11 00:00:00,1975-01-02 00:00:00,1980-07-21 00:00:00,2012-11-24 00:00:00,1993-04-04 00:00:00,{81347742-98FB-43A8-B9EA-B5E47B8A62DA},{E9A582DB-1BC8-4D7F-8C19-B9664E202BB3},{30519BAC-068A-4FB3-9E31-811AB944740D},{52F08077-C348-461B-A357-FD05BBA38E12},{2B8D5FD8-7A05-4F3E-8DB3-3171C340AF0A},{3AE347C8-F496-4EAA-9FAE-AAB391BDA883},{7EB0FEB4-20B1-4D38-8E45-3501E6AFA4FE},{D3B31D2D-5B3D-4E1A-B681-8A2F0C8B4923},{7C43D0DF-E825-4EF6-A606-06CF2D3782E2},{0875F4C8-EEB2-4115-8806-4BD5EFF560B6}
242,887415722,,1152719258,1938651792,969153676,,854193848,907374130,996609423,1843410836,TW3B3N0U10GA0D,QTZLPWRGVRJIXKTT2,BVBNFAL1079YMF8AV,B6FXQMDS7RGXH5QJBOGULE4,W37DZK7N53,8VBBSOKTJ12666VPVV6CON,GOHHJJMC0ND2FS3,H95BBH2YS2K6YRU2,,GDJAPZF,2005-08-02 00:00:00,1976-08-05 00:00:00,2003-05-06 00:00:00,1988-12-14 00:00:00,1983-09-17 00:00:00,1988-01-17 00:00:00,1971-11-15 00:00:00,1989-09-07 00:00:00,1987-06-26 00:00:00,1970-12-18 00:00:00,{EC2EA721-E18F-456E-9585-80C51B0EC55E},{E556A490-CA74-454B-8234-352C22A7F66C},{6AF7D66F-CEB1-41D5-8087-5ACF8D0C09FA},{D4C8B69C-8AFA-4F21-9E77-DEE7B00DC29D},{A2B20FC9-27B7-4EB4-8FA4-2C7958C528F2},{84EBC905-5CD7-4465-9AA9-9F6B2FE4EB4C},{125C9A70-FD9C-46A0-BC49-0DB12B003BB8},{5AEC64D4-3F0C-4771-BEEA-724F4C036902},{991A8D1D-32E2-477B-9FE2-5B2071E32937},{4D5C803F-3E9D-4551-AA06-239026980032}
243,960678095,1885911685,2134742621,484105934,1120543191,365060760,335836997,55237946,,1625553216,TMTDXJ1WOBWBIPS,RPWT1TQ6UN,8325PPD22B0EVLRDE,L5POL8923DHD5UAQI4F,PMRQZR8PBM1QX50SOQ7QXJZU,UU5JI9K06T88WQAM10QWH,74NIMMFW6R,NU2D1F79HUP3QPKR9EMW5K8,18O06BR2TX28WYQKZCMOU1,,1998-05-26 00:00:00,2004-03-26 00:00:00,1973-06-28 00:00:00,1965-10-13 00:00:00,1982-12-02 00:00:00,1961-12-27 00:00:00,1990-12-04 00:00:00,1978-09-27 00:00:00,2012-10-18 00:00:00,2011-07-21 00:00:00,{C4600A38-4811-4913-83A8-820282BC7CEE},,{E75671BE-3CFE-412A-B814-BFBDCC9D7E24},{F8DC71E1-8C42-4915-8A62-7F2F17205308},{4E6F310B-AEED-4ABF-A8B6-1BA9A92010CC},{A5212BB3-F134-4C2F-96B8-AC75065617D2},{B43CDC8F-8707-4268-89DA-169861A845F8},{24B5A9DB-4DF5-4063-A9DE-0EE99BCD68B1},{31ABF68C-CDFF-461E-AB91-1BBAD00DA60F},{4A219A2D-8ED3-446F-BA78-9EE036682562}
